"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25","Comp.26","Comp.27","Comp.28","Comp.29","Comp.30"
"DSCN2871",98.9663741743004,-22.6772746985448,-26.7203430962749,-1.71228960154175,-2.78376427681034,6.38199942522665,5.69869033471756,4.04975397532016,0.123171965692466,-1.02385633372189,-2.64933970563428,-0.781387965544415,-0.451461221349599,-0.201557157707282,0.290478968367912,-197.064895132584,22.8763604417092,1.55620255425596,-4.5115428534222,-1.90376447765687,2.50380034158735,3.96776701044973,0.430275008333537,1.20276460741402,0.570185993744758,2.35208993473818,-0.319165364058433,-2.72200836296075,-0.179569596365443,-2.07885872562083,-112.052578441388,30.2881865707207,21.2965584326998,2.24351143758657,-4.67853379837741,2.92092335817039,-6.2700972145704,2.03608427373747,-2.58904523922525,-0.209431257037257,0.0205454993089984,1.74163090193178,-0.297779697294528,-0.408007433030095,1.08667682904333,-41.7867016252866,31.3499626539725,62.3283895511343,1.6363916491785,12.7354398998151,-3.74225049991767,1.37256836763796,0.746649409243875,-4.14977613348164,0.236966968797001,0.195811514043991,-1.60193798378051,-1.34566192440775,-0.287686634020284,0.29680266464632,105.853350954896,53.8942202010976,-38.2329293121243,-30.3722685409669,4.10736345984161,26.1628211606016,5.2716886860348,-0.107876366052957,-4.58199409145403,4.18862212807377,2.58251166975976,3.18318240496545,-6.32852060803797,-1.37042872245842,-10.1727085337659,4.40319875836079,5.00124365461801,8.54216819082428,-1.68279153628106,-2.13439387269917,7.36123132322778,5.42513216203837,-3.59756873674026,1.20278111477691,-3.16921869042042,1.2884419459643,-1.8982052535023,0.297222014128718,-4.18620791100441,2.17248268772034
"DSCN2875",36.4139573574167,-10.2705668629752,-6.24714269899235,-2.94992808911031,-4.43651061330874,-5.83215400248489,0.758412307962326,2.6999097502134,-2.62976592602509,-1.19047927909771,-2.49030106452635,1.2740608087619,-0.219511137790316,1.51147190568193,-2.63972308641987,-254.100539691484,-8.60156588845129,20.1399384996671,-0.561049419381867,11.5703696026882,0.013280391875231,-12.1268660901052,1.26970692591049,-1.51178236559048,-2.21688344248961,-1.45681688510867,2.50143292199688,-1.22389250754129,-0.33723894726795,0.0301657038603238,-152.394631308828,-13.54285932867,80.0985564466392,-2.95434183399963,17.1459284317815,-3.1282597128649,-0.915274502355498,-4.17330189586656,-1.69434057980234,-2.77383125612955,-2.62632503870411,-3.41821479311123,-1.00737656553041,-2.75992509233001,-0.457732929595251,-2.01928399752224,7.9915215191742,8.26444150952152,6.94186484675972,0.961848372374729,4.77599475998846,-1.90462448122669,4.17752336482538,0.729708480023258,0.975584136486323,-0.41145367208105,0.874013666343999,-0.884760457249674,0.503170440860489,-0.199056853393259,22.3930947026079,111.03383428092,25.0920378765476,-7.52042645431107,72.1786523011552,-15.5009247103095,-7.33759740524351,5.57071485311854,4.01766145805443,9.56874190991418,-5.56216384457319,10.5360088459391,6.52661930901819,4.14199035064014,7.1922017402649,-3.34400503990635,-2.40826811796416,3.86858986087853,0.631864841848051,-1.36863671322147,0.161520961441056,0.649631623122944,3.45152595550068,-1.50409300268542,6.24829387896429,-1.98092430837786,2.01692500028099,-6.16450559640248,7.0616673425291,4.32666815590029
"DSCN2879",-194.868048881283,25.6311736858961,2.47139397209617,0.752882603423167,-5.0721084927624,-0.382340452833441,-2.40251929266089,0.470344692818166,0.0966517675678514,-1.10466408875059,0.3480511458781,0.0461468231082265,-1.19691036425605,-0.314385124140829,-0.255911239438566,-121.935528744636,-7.83665960760228,-22.1293668294385,-2.1792807394653,-0.836097051549984,-2.44564974993933,-4.52682290297806,1.52730677324231,1.2125250345036,0.297463320940509,1.09332085156143,0.939848159832473,-1.42763738895347,-0.485997556458448,-1.25791527232272,-61.6056442683,-15.4642971004236,-64.631667558754,-0.8733087947698,4.46691695693635,-2.95679917990649,3.74043262327981,0.995499854721069,-3.11428453464091,-1.20554404330306,-1.21935518292676,0.22014091717732,0.67124534149489,0.628753344250447,-0.771232234181555,101.376560841207,-27.2848607270034,-13.4464521507961,4.79183970164569,14.0149691713311,1.76940959515703,-4.02223662041267,1.36634283953698,-3.2110101667676,1.89877531248695,-0.624906318257723,1.39704341354461,-1.63469461084647,-0.654552386630654,-1.07073575401857,-228.484550219341,-90.3239116021475,11.0716404819851,-51.1848910775751,-25.9843798818047,-11.855019818741,-4.3788980988365,3.75026801490404,-10.3663968460835,1.79659358194636,-4.11517314933875,-8.0161153794533,-3.07145382662924,0.578138610270317,1.09541646795651,7.30653019407238,-4.23549106503253,0.633362853722259,-7.33669194751672,6.83709880046099,-1.50246916723112,-1.70275645168524,0.728824486432099,-4.18211001495047,0.795810368567584,1.02204603988009,1.09695594229704,-0.466301814049781,1.84603858890701,4.20682184972281
"DSCN2885",-2.31046149239757,-5.12964633782224,-1.06163481526335,4.85035735589707,8.19103152269497,-0.0576229803384783,-3.10415449256446,0.652166334621586,1.77515103488311,-1.83354594563677,-2.34284476806811,1.00066137681696,0.588368668155115,-0.389152119144331,-0.318959484286279,-233.375942215099,12.2700553870902,7.51821074865403,-2.97934459703176,8.9829266383514,-1.88334116271147,-5.85775796687519,1.19384068736421,0.668552115353446,-1.01843199825746,-1.5830001757467,0.206866519028473,-0.863097357655678,-0.046199110878793,0.704667692191876,-143.616174213405,14.2239987320369,52.8352137653154,-0.491821090344905,12.4542746344879,-3.93747269135428,1.39195424214741,0.343492690231221,2.41556321164227,-2.07976903032902,-1.2833028673397,-2.37184311050863,-1.51584201972656,-0.846241956081588,0.214304667248591,-5.45763210061596,-6.02740388710247,-10.6202583503518,-5.47016950798081,-7.74458845082093,-3.04232031187191,-5.08625497305639,-0.909768545148705,-1.35626683286143,1.75006705569031,-0.271944955610998,0.174898850871702,-1.47866301465391,-0.548935283992328,-0.989351361258795,-14.002302638824,89.8136792768192,22.1675333584692,8.04719717165577,25.8056254858221,-12.6757097915861,1.69828070365629,-4.20480537128617,8.37636053760127,-9.05197085135562,-6.09263553486517,0.115424271226018,2.29731404405153,9.16982051551628,3.57554265883119,-4.94985657329011,-7.91228894094945,-8.31536491493325,-10.801864154548,-2.43518180387522,1.61145507023767,2.70964335810462,1.89061751979038,2.38524283415039,1.84394166359072,1.18063998350443,-5.50048486825252,-0.284243972532749,0.248319542511164,0.518061099658323
"DSCN2896",177.757250416401,-45.5853970103242,-14.3511924058879,0.777617250508194,2.13109934104749,1.20690962609396,-1.83525233951187,2.45492002623787,-0.041921229149035,-1.58168397201543,-2.03318350732945,-0.849719753543137,-0.832161383699293,0.903016140394536,1.06641478842021,-158.217835740968,-6.08008636208587,-23.1811162275289,3.75833188466349,-0.414851347572974,0.551131051157491,-4.17629916170937,-2.86168617305023,0.997878026177687,-0.628249709979061,0.489769627380731,-1.29832292728143,0.308732123582641,-0.235059230545533,0.772866747421712,-84.8358117481763,-4.99346182377394,-51.3729188013365,-13.3407247194467,-2.59563596634391,0.307551755861104,6.35162853305017,-3.07797536595652,-1.00137923154967,-2.1018726418167,2.61184044564305,-1.22211691799133,-0.194274084645165,1.22219453502597,0.423467597355125,-70.5209564861282,34.1848105276434,30.7381588967317,-2.98981156501422,-11.9141379150838,0.941368498670325,-0.706685229683525,1.1304213519436,2.42900531885435,3.68429037561221,-2.72831535391728,-0.871006425252818,-2.15709870278484,0.802768583583734,-0.756491047922885,190.506086148627,-23.2183727219796,19.9085426010183,-54.5145755544171,-32.0930397458703,10.123079341045,15.3023546676731,6.7383390842586,16.2043977347387,15.8852067097737,1.74752851765058,9.16648455255186,1.44634055274373,2.76005027661441,-5.57054660510522,-1.50030747908399,1.30001052039462,-5.46676649244232,-1.68311281772374,6.21327788008307,-5.94903099343277,-2.95850918156284,4.25134854462106,2.76484060146647,2.54376491746841,1.39915134240629,3.40572583936297,-2.09524994309296,1.18610911891615,1.07250054028319
"DSCN2899",1.51269230103446,8.29531713622815,-8.03317122491872,-3.30916066593814,6.38780055458628,0.640150228804832,-7.52147179901587,4.16887612720129,-0.0180036226264745,-1.2106071335005,-1.22239277290941,1.78420874721108,-0.0709898986211038,-0.112873136041805,0.136811501436052,-219.955491054041,-3.81862927387589,10.7161789053169,5.10423414112497,8.59385434321667,-4.55006007670622,-6.20839692505849,-0.283516809944579,-0.97036497497871,-1.35004996588921,0.231323845412176,-0.997432669321769,-0.305265618081631,0.651896183368884,1.05793704090371,-136.769518286758,1.81051438904676,56.6152377563081,1.55272019439343,16.6867189666982,-0.972664622157416,0.141580297642228,-0.236869765502478,0.140997862238114,-0.890172518021628,-1.57582224287379,-1.04395834078086,-0.445218664967236,-1.16043687446918,-0.301973127014181,14.2986425064676,10.3266236950206,-14.1744227594171,12.9960654680877,-7.27994899593383,2.1424991406378,1.53824980437606,1.83766888145084,0.81526061509419,0.907910609077174,1.06181097108341,0.921453888552121,0.548375930874658,0.924230282642747,0.412389234747208,-18.3640209388296,71.5948893644165,25.0488071442615,6.44459333637127,44.9209818933672,-20.6274595831221,7.96244841697428,5.93740551588995,-0.815326608746483,-0.612892394705609,1.27462603864587,19.5181905634263,3.60205008884997,4.11417482044833,-4.3868337946027,5.09690264834623,2.69473299629579,-1.60857757469669,2.80089703513278,1.87823111851105,-1.57117294967617,0.766419438190288,2.66320553821833,-5.21391580179381,0.895824987207577,1.78604936080645,-3.88549555952022,-1.91397756338678,3.8344442449798,-0.554693509866836
"DSCN2904",-174.79448761438,32.7641468347266,18.3608755002034,4.7890566015831,-1.64607065297886,0.312163983154354,3.07753332320717,-0.384419682047513,-0.647909555816515,1.04793115209657,0.627273860292687,0.0509307387552987,0.547344539873292,-0.0832878721186115,-2.13475974978692,-182.013349865542,1.71467241515776,-10.8262819843282,1.86719366022364,-4.82083768924895,-0.621636039046444,-4.08830436011453,-2.35767026140719,-1.47297756111164,0.758502155715549,-1.97977212069725,-1.82930162594828,2.26866600119725,0.94578743967768,1.51644178576149,-95.2231707402431,1.99235328068313,-41.4440991474365,-13.1556106087476,-13.3753869980192,1.2316778003359,3.3449936408453,-5.52354720382951,4.07494238539377,1.36669606218486,3.06350986705249,-1.57317890509663,-1.72079935788991,-1.13728197404342,1.65130804488734,83.4585243765274,-19.5458146906098,-55.6249354423258,2.41315173480311,5.54678723012266,-0.685490779636067,6.34581166559243,1.27158718547167,-1.56061652111308,-3.53679496654168,1.22742623576979,-0.155844248549623,1.08764074970267,-0.547162803663796,1.97337699910279,-211.040611713946,-16.65904654035,47.8875963259815,-19.4279123256475,-39.4908444443525,-27.8601176741268,-10.8476530904002,-7.27521292991877,-2.44428063962995,-2.54847237940594,-11.6184187093837,3.34408357435229,-6.99650875299398,-13.7832882185555,-4.3455796883416,1.54466553597696,5.03527202693839,0.967072198806927,-2.16715269248841,-0.444435150446625,-1.22539426854209,-4.11566301762509,-1.48735975935364,-2.42779836455652,-0.999896649986367,1.53548932273032,6.84316826195539,-3.95687198022919,-0.97178134638748,0.460967946091808
"DSCN2908",-220.924986662538,35.5590615084268,2.82557696539959,2.829501731574,-0.398836419163459,0.320221563034608,-3.14020853088581,-1.89371011224325,-2.24264502029652,-1.46740615584611,-0.887738203005422,2.58702165491545,-1.44014207684088,-0.424309831813908,-0.465941089422332,-114.538693801525,-24.8254603153402,-24.1446232347106,-6.4421097642456,2.13010017625076,-1.54313970486559,-0.264475410814835,1.18375373183086,3.26279695090197,1.33498329878846,0.407082343327285,0.643556698778884,-1.59995746332437,0.412365787788218,-0.453030652125717,-44.9463207850723,-13.7940632927791,-70.0451162016473,-6.56376755624176,4.97303918837,1.12732961083092,-0.264237845365636,6.9970526912917,-4.84678896804772,0.381457537521542,-4.00646813829986,1.69711261062714,-0.605704634102128,1.52452774205627,-1.23623561070025,111.696021592435,-28.6860393829349,-4.25252001015882,11.0851735496617,11.3112992545174,6.64381493164285,-5.30910841433921,-0.214825687852916,-1.05829941419911,2.79495964732931,1.81686279244735,-1.1401132681949,0.170122669586621,-2.23157892590208,1.02423390532614,-255.810642326788,-110.22256888112,7.35465083012105,-60.7691126342848,-21.5595232825815,-6.76046570427346,-8.43300930318999,8.18246889823905,-10.9857760988119,-1.96077313425603,-10.0156755572187,1.28776198922112,-4.57322130207854,6.8499004172667,-9.184664674819,1.55127272776578,-2.85328369732451,2.97349744775795,-0.92082214574366,0.0720917254928709,3.97306068566809,1.20262731161941,2.94835156440094,-1.77214824523995,2.48033976757304,-1.31629663934533,-5.5357571207444,-0.719093895161029,1.80901202388195,-1.21091676483401
"DSCN2913",-216.415297511297,33.7909426606413,5.48477328121565,1.38925045464039,-4.91257191189777,-1.0572784069629,-3.69699926207555,-1.1456774793346,-0.0274110450118273,-2.16328201650786,-1.05600637916923,-0.277764423022801,-0.90026974992555,-0.431101589796829,0.194875339960019,-135.969194654397,-14.1835923192532,-21.3739387274515,-1.58302526764698,-0.701743050168645,-0.470105118399267,-1.54395999329491,1.69428506867404,1.1409332099945,-1.10559878843012,0.998668401042259,1.70030008746546,-2.19778101005367,-0.844378687115824,-1.44200573048739,-68.3338014840071,-10.5221440881167,-72.4828849851768,-5.32981874075499,3.1199184566332,-1.87458954837588,4.26109583958871,4.75445046688851,-4.48391951237814,-2.66591106779218,-3.49061137635531,2.94438864691466,1.49668167193398,2.00990044848142,-2.64974961745855,111.26300969164,-23.3830251729535,-8.73319464376527,11.7644022649708,13.7029209151133,0.958922705477913,-4.96008271177801,4.57983183278188,-2.41946456534286,3.1862387404311,-1.4550273413805,0.0733334362771474,-1.09806321142302,-0.189804681855805,-0.399808183964457,-252.733857083344,-79.9605303657998,14.4520125901779,-63.99022937366,-29.4904801207209,-11.1837229049732,-2.06079190015397,3.8491485684266,-12.9775350396421,-0.743590598151751,-7.9732665525344,-1.95137492981917,-9.53179850279762,0.391824397982469,-3.18775425473694,7.21419368626686,-3.29761347579128,1.78464366117488,1.14997263278101,3.70885252261348,2.16341634464294,-0.494062792744913,1.26536122373601,-5.62955277787977,3.3926156910165,-1.03623539126658,-1.18169732235974,-0.0652833803741722,4.19220942505222,4.4809024792527
"DSCN2923",14.1145609334052,-8.89449946707167,-12.06350675419,-6.14527222180969,-1.3664658957079,0.116946957393939,-0.646479462470148,1.14136024442979,0.804390330129783,2.16954484572405,0.30331430458557,3.18389977007608,1.40713689753247,0.350938544184639,1.07668618788252,-218.339269700139,24.8343110658294,19.8095412372378,-0.88312078397294,1.98873611896427,-4.32365325948458,-8.74005890978009,-1.84481515035785,-2.61819778818257,3.58170273258719,-0.584910675522109,0.124662001879123,-0.173352415555457,1.79992359697266,0.851664522323915,-126.778793680522,30.9666727941943,73.8076291609689,0.88075577937196,16.0715616366635,-5.64672953056711,2.45365620536603,-1.03591476141101,2.33658162927739,0.848427820499752,-1.34929366256107,0.677086944915851,0.235523844853282,0.524910129515008,0.595144303481027,0.652154501157961,9.02693430936117,8.85605417502309,7.43799758751617,-1.04950551689648,7.48402747009877,-0.84224338074107,2.02830766670405,3.27922762173852,0.00319429373510695,1.89087778613071,1.34539273200774,-0.216188190188171,1.63565674537852,0.530897196865951,2.81062837059446,86.5780565072569,-19.1734128637247,21.0532581101851,34.1143905424846,-8.5175906587102,-0.524903033667256,9.81998335909829,-6.03848622752658,0.453730925826794,-2.43895291270215,7.00073346022769,4.94484213374467,4.42466175146134,-3.20522063888633,-2.15517925187258,-2.10193521023437,-4.83054937543948,2.20409391604081,0.885053226185865,-1.04586694099833,-1.47900789895954,0.529187806178452,4.12120947907697,4.01744685584737,-3.85155045932046,3.08143570731357,-1.53553425976313,2.77260742032106,-0.906371482287793
